Invoice Number,Field_1,Vendor,Pin code,Field_2,Invoice Date,Field_3,Tax(18%),Field_4,Total Price,Field_5,Total Amount,Field_6,Sum,Field_7,SUMIF
INV-84295,,Vendor,28834,,3-May-24,,2225,,10137,,12362,,12362,,
INV-87131,,Vendor,30136,,28-Apr-24,,5816,,26494,,32310,,32310,,
INV-23770,,Vendor,70800,,4-May-24,,9364,,42659,,52024,,52024,,
INV-89832,,Vendor,89744,,14-Apr-24,,13694,,62385,,76079,,76079,,
INV-84522,,Vendor,52250,,9-Apr-24,,9809,,44685,,54494,,54494,,
INV-25013,,Vendor,95461,,2-May-24,,9507,,43309,,52816,,52816,,
INV-71854,,Vendor,44810,,16-Apr-24,,6445,,29363,,35808,,35808,,
INV-27407,,Vendor,51394,,16-Apr-24,,3227,,14700,,17926,,17926,,
INV-76508,,Vendor,21258,,23-Apr-24,,2651,,12076,,14727,,14727,,
INV-23989,,Vendor,88479,,17-Apr-24,,7045,,32093,,39138,,39138,,
INV-74375,,Vendor,53521,,9-Apr-24,,8416,,38341,,46757,,46757,,
INV-66484,,Vendor,39430,,16-Apr-24,,10140,,46195,,56335,,56335,,
INV-21344,,Vendor,31019,,13-Apr-24,,1904,,8673,,10576,,10576,,
INV-72523,,Vendor,50561,,8-Apr-24,,13448,,61262,,74709,,74709,,
INV-69182,,Vendor,79061,,28-Apr-24,,6951,,31664,,38615,,38615,,
INV-92310,,Vendor,29058,,15-Apr-24,,13903,,63338,,77242,,77242,,
INV-14174,,Vendor,98101,,7-Apr-24,,15673,,71399,,87072,,87072,,
INV-84898,,Vendor,13783,,24-Apr-24,,10264,,46759,,57024,,57024,,
INV-54849,,Vendor,34251,,19-Apr-24,,6755,,30773,,37528,,37528,,
INV-23200,,Vendor,28708,,16-Apr-24,,9283,,42287,,51569,,51569,,
INV-18308,,Vendor,52604,,2-May-24,,4902,,22332,,27234,,27234,,
INV-92657,,Vendor,66338,,17-Apr-24,,12886,,58701,,71586,,71586,,
INV-56403,,Vendor,96720,,15-Apr-24,,12842,,58503,,71345,,71345,,
INV-45830,,Vendor,88480,,4-May-24,,7086,,32281,,39366,,39366,,
INV-91955,,Vendor,75921,,8-Apr-24,,12605,,57423,,70028,,70028,,
INV-68561,,Vendor,28588,,30-Apr-24,,1097,,4998,,6095,,6095,,
INV-49969,,Vendor,80167,,21-Apr-24,,10639,,48466,,59105,,59105,,
INV-20938,,Vendor,49821,,24-Apr-24,,14069,,64091,,78159,,78159,,
INV-29459,,Vendor,10315,,6-May-24,,15215,,69315,,84530,,84530,,
INV-37028,,Vendor,85454,,16-Apr-24,,15437,,70322,,85759,,85759,,
INV-68774,,Vendor,21373,,26-Apr-24,,12244,,55780,,68024,,68024,,
INV-16453,,Vendor,86694,,8-Apr-24,,1408,,6413,,7821,,7821,,
INV-79286,,Vendor,70407,,22-Apr-24,,6928,,31561,,38489,,38489,,
INV-40743,,Vendor,15687,,5-May-24,,4169,,18991,,23160,,23160,,
INV-60395,,Vendor,18100,,9-Apr-24,,7258,,33065,,40323,,40323,,
INV-82228,,Vendor,49633,,1-May-24,,3502,,15952,,19453,,19453,,
INV-66057,,Vendor,27172,,8-Apr-24,,3270,,14899,,18169,,18169,,
INV-91564,,Vendor,45175,,4-May-24,,13659,,62225,,75884,,75884,,
INV-75781,,Vendor,30380,,27-Apr-24,,16087,,73284,,89371,,89371,,
INV-81987,,Vendor,28784,,22-Apr-24,,14701,,66970,,81671,,81671,,
INV-64665,,Vendor,14194,,13-Apr-24,,9606,,43761,,53367,,53367,,
INV-48106,,Vendor,66790,,25-Apr-24,,7162,,32629,,39791,,39791,,
INV-51090,,Vendor,59333,,13-Apr-24,,3369,,15350,,18719,,18719,,
INV-86721,,Vendor,54065,,11-Apr-24,,8612,,39232,,47843,,47843,,
INV-18523,,Vendor,83618,,10-Apr-24,,8836,,40251,,49087,,49087,,
INV-90526,,Vendor,65030,,14-Apr-24,,14455,,65849,,80304,,80304,,
INV-96039,,Vendor,45842,,13-Apr-24,,14849,,67643,,82492,,82492,,
INV-81196,,Vendor,68965,,12-Apr-24,,17239,,78535,,95774,,95774,,
INV-39645,,Vendor,80429,,21-Apr-24,,5879,,26782,,32661,,32661,,
INV-11456,,Vendor,41270,,8-Apr-24,,7757,,35336,,43093,,43093,,
INV-51335,,Vendor,13984,,21-Apr-24,,12141,,55310,,67451,,67451,,
INV-69830,,Vendor,61498,,17-Apr-24,,15680,,71432,,87112,,87112,,
INV-54464,,Vendor,60842,,2-May-24,,6529,,29742,,36271,,36271,,
INV-45348,,Vendor,61127,,22-Apr-24,,11086,,50502,,61588,,61588,,
INV-79073,,Vendor,21162,,13-Apr-24,,4320,,19679,,23999,,23999,,
INV-16443,,Vendor,22120,,8-Apr-24,,15473,,70486,,85959,,85959,,
INV-90881,,Vendor,44841,,7-Apr-24,,9767,,44494,,54261,,54261,,
INV-58181,,Vendor,22257,,3-May-24,,13546,,61708,,75254,,75254,,
INV-31285,,Vendor,14618,,18-Apr-24,,7677,,34972,,42649,,42649,,
INV-79613,,Vendor,23614,,2-May-24,,15033,,68482,,83515,,83515,,
INV-76411,,Vendor,84909,,26-Apr-24,,1435,,6538,,7973,,7973,,
INV-86050,,Vendor,72613,,19-Apr-24,,4944,,22521,,27465,,27465,,
INV-97895,,Vendor,23823,,29-Apr-24,,6864,,31269,,38133,,38133,,
INV-41815,,Vendor,10676,,24-Apr-24,,9219,,41999,,51219,,51219,,
INV-50354,,Vendor,90726,,19-Apr-24,,4337,,19757,,24093,,24093,,
INV-24630,,Vendor,53044,,29-Apr-24,,896,,4083,,4980,,4980,,
INV-31278,,Vendor,17966,,28-Apr-24,,12221,,55674,,67896,,67896,,
INV-62861,,Vendor,82305,,15-Apr-24,,67,,304,,371,,371,,
INV-30425,,Vendor,54369,,18-Apr-24,,9948,,45321,,55269,,55269,,
INV-60297,,Vendor,77399,,26-Apr-24,,10480,,47744,,58224,,58224,,
INV-58420,,Vendor,57566,,24-Apr-24,,3056,,13921,,16977,,16977,,
INV-95982,,Vendor,36825,,29-Apr-24,,9203,,41924,,51127,,51127,,
INV-73515,,Vendor,50491,,8-Apr-24,,4467,,20351,,24818,,24818,,
INV-81028,,Vendor,61721,,18-Apr-24,,16361,,74534,,90895,,90895,,
INV-48867,,Vendor,65651,,4-May-24,,10006,,45585,,55591,,55591,,
INV-71887,,Vendor,44177,,2-May-24,,3484,,15872,,19356,,19356,,
INV-20160,,Vendor,50353,,26-Apr-24,,624,,2844,,3468,,3468,,
INV-17591,,Vendor,46646,,19-Apr-24,,4193,,19102,,23295,,23295,,
INV-74126,,Vendor,67063,,15-Apr-24,,7266,,33100,,40366,,40366,,
INV-33648,,Vendor,84220,,21-Apr-24,,3571,,16266,,19836,,19836,,
INV-42685,,Vendor,68724,,9-Apr-24,,9979,,45460,,55439,,55439,,
INV-46572,,Vendor,32511,,27-Apr-24,,7457,,33971,,41428,,41428,,
INV-87120,,Vendor,52441,,24-Apr-24,,12136,,55284,,67420,,67420,,
INV-36847,,Vendor,50511,,19-Apr-24,,4402,,20055,,24457,,24457,,
INV-91328,,Vendor,57656,,2-May-24,,14709,,67009,,81718,,81718,,
INV-68198,,Vendor,18450,,2-May-24,,9327,,42489,,51816,,51816,,
INV-94663,,Vendor,32560,,1-May-24,,3314,,15095,,18409,,18409,,
INV-39118,,Vendor,89876,,16-Apr-24,,10549,,48057,,58606,,58606,,
INV-22239,,Vendor,29230,,24-Apr-24,,2353,,10720,,13073,,13073,,
INV-20916,,Vendor,59466,,6-May-24,,15254,,69492,,84746,,84746,,
INV-23881,,Vendor,84872,,2-May-24,,13256,,60387,,73642,,73642,,
INV-33573,,Vendor,81990,,19-Apr-24,,12339,,56213,,68552,,68552,,
INV-56278,,Vendor,54277,,17-Apr-24,,6645,,30271,,36916,,36916,,
INV-96982,,Vendor,22618,,25-Apr-24,,11468,,52244,,63712,,63712,,
INV-98595,,Vendor,97847,,9-Apr-24,,11365,,51776,,63141,,63141,,
INV-57543,,Vendor,60999,,21-Apr-24,,5288,,24090,,29378,,29378,,
INV-65325,,Vendor,83609,,6-May-24,,3745,,17062,,20808,,20808,,
INV-48403,,Vendor,65880,,18-Apr-24,,9401,,42829,,52230,,52230,,
INV-35233,,Vendor,29726,,25-Apr-24,,11340,,51661,,63001,,63001,,
INV-44254,,Vendor,99097,,14-Apr-24,,322,,1467,,1789,,1789,,
INV-89045,,Vendor,71674,,2-May-24,,4955,,22574,,27529,,27529,,
INV-78735,,Vendor,28280,,12-Apr-24,,17171,,78223,,95394,,95394,,
INV-73598,,Vendor,60441,,3-May-24,,4742,,21603,,26346,,26346,,
INV-67244,,Vendor,16648,,30-Apr-24,,5205,,23714,,28919,,28919,,
INV-60468,,Vendor,40646,,7-Apr-24,,4892,,22287,,27179,,27179,,
INV-23816,,Vendor,82879,,19-Apr-24,,9449,,43043,,52492,,52492,,
INV-97758,,Vendor,32305,,15-Apr-24,,2059,,9380,,11439,,11439,,
INV-16882,,Vendor,82851,,8-Apr-24,,5707,,25998,,31704,,31704,,
INV-98624,,Vendor,99271,,3-May-24,,16318,,74340,,90658,,90658,,
INV-87083,,Vendor,70451,,5-May-24,,14904,,67895,,82798,,82798,,
INV-50835,,Vendor,81716,,13-Apr-24,,3025,,13781,,16806,,16806,,
INV-29492,,Vendor,10651,,3-May-24,,12955,,59016,,71970,,71970,,
INV-38152,,Vendor,55925,,16-Apr-24,,12071,,54990,,67060,,67060,,
INV-83617,,Vendor,30582,,6-May-24,,10276,,46812,,57088,,57088,,
INV-59998,,Vendor,85942,,3-May-24,,16782,,76450,,93232,,93232,,
INV-65708,,Vendor,71488,,9-Apr-24,,12848,,58532,,71380,,71380,,
INV-11244,,Vendor,76246,,14-Apr-24,,13154,,59926,,73080,,73080,,
INV-49955,,Vendor,16531,,5-May-24,,12803,,58326,,71129,,71129,,
INV-89005,,Vendor,54032,,29-Apr-24,,1276,,5813,,7089,,7089,,
INV-78102,,Vendor,36502,,26-Apr-24,,16352,,74493,,90845,,90845,,
INV-26997,,Vendor,16278,,29-Apr-24,,17649,,80399,,98048,,98048,,
INV-71630,,Vendor,26108,,8-Apr-24,,16318,,74337,,90655,,90655,,
INV-17880,,Vendor,96519,,10-Apr-24,,13423,,61149,,74572,,74572,,
INV-12161,,Vendor,77682,,22-Apr-24,,7069,,32203,,39272,,39272,,
INV-39994,,Vendor,22209,,20-Apr-24,,8663,,39465,,48128,,48128,,
INV-71517,,Vendor,80468,,11-Apr-24,,7109,,32384,,39493,,39493,,
INV-64781,,Vendor,41833,,6-May-24,,7333,,33404,,40737,,40737,,
INV-54250,,Vendor,50851,,15-Apr-24,,11496,,52369,,63865,,63865,,
INV-40860,,Vendor,97566,,16-Apr-24,,3902,,17774,,21675,,21675,,
INV-65660,,Vendor,35141,,15-Apr-24,,15844,,72178,,88022,,88022,,
INV-19182,,Vendor,91782,,9-Apr-24,,17612,,80232,,97843,,97843,,
INV-58513,,Vendor,91213,,28-Apr-24,,6691,,30481,,37172,,37172,,
INV-12073,,Vendor,17556,,19-Apr-24,,13434,,61201,,74635,,74635,,
INV-29656,,Vendor,22392,,9-Apr-24,,10647,,48501,,59148,,59148,,
INV-42891,,Vendor,29435,,23-Apr-24,,2208,,10057,,12265,,12265,,
INV-84449,,Vendor,42768,,20-Apr-24,,3968,,18078,,22046,,22046,,
INV-44687,,Vendor,88310,,30-Apr-24,,14654,,66757,,81411,,81411,,
INV-10115,,Vendor,65057,,18-Apr-24,,2246,,10230,,12475,,12475,,
INV-78692,,Vendor,49101,,6-May-24,,14615,,66581,,81196,,81196,,
INV-90609,,Vendor,50986,,21-Apr-24,,5560,,25328,,30887,,30887,,
INV-75248,,Vendor,36323,,17-Apr-24,,10469,,47694,,58163,,58163,,
INV-42336,,Vendor,53231,,13-Apr-24,,7147,,32561,,39708,,39708,,
INV-69970,,Vendor,78391,,17-Apr-24,,14578,,66412,,80990,,80990,,
INV-27464,,Vendor,33758,,6-May-24,,13500,,61502,,75003,,75003,,
INV-57762,,Vendor,84149,,19-Apr-24,,2510,,11435,,13945,,13945,,
INV-47868,,Vendor,86077,,19-Apr-24,,8143,,37095,,45238,,45238,,
INV-26317,,Vendor,71785,,5-May-24,,899,,4094,,4992,,4992,,
INV-60384,,Vendor,34967,,30-Apr-24,,6852,,31215,,38068,,38068,,
INV-25577,,Vendor,21605,,18-Apr-24,,8643,,39374,,48017,,48017,,
INV-49927,,Vendor,43529,,23-Apr-24,,15332,,69846,,85178,,85178,,
INV-15143,,Vendor,21890,,14-Apr-24,,15246,,69454,,84701,,84701,,
INV-18684,,Vendor,99626,,8-Apr-24,,2759,,12568,,15327,,15327,,
INV-58301,,Vendor,13122,,7-Apr-24,,17742,,80825,,98567,,98567,,
INV-73605,,Vendor,64945,,17-Apr-24,,13473,,61379,,74853,,74853,,
INV-65145,,Vendor,62230,,24-Apr-24,,17152,,78139,,95291,,95291,,
INV-29348,,Vendor,15010,,2-May-24,,9402,,42833,,52235,,52235,,
INV-80448,,Vendor,28452,,25-Apr-24,,7661,,34899,,42560,,42560,,
INV-76399,,Vendor,97133,,10-Apr-24,,11646,,53053,,64699,,64699,,
INV-91354,,Vendor,62548,,9-Apr-24,,17867,,81394,,99261,,99261,,
INV-84252,,Vendor,42086,,28-Apr-24,,3333,,15183,,18516,,18516,,
INV-80870,,Vendor,91392,,17-Apr-24,,5546,,25264,,30810,,30810,,
INV-30908,,Vendor,82352,,16-Apr-24,,7401,,33715,,41115,,41115,,
INV-31441,,Vendor,69439,,1-May-24,,8698,,39625,,48323,,48323,,
INV-24877,,Vendor,75714,,4-May-24,,539,,2455,,2993,,2993,,
INV-85502,,Vendor,59448,,20-Apr-24,,12508,,56979,,69486,,69486,,
INV-74849,,Vendor,75591,,16-Apr-24,,17843,,81286,,99129,,99129,,
INV-61461,,Vendor,10610,,27-Apr-24,,7548,,34384,,41932,,41932,,
INV-44310,,Vendor,12217,,15-Apr-24,,5185,,23621,,28806,,28806,,
INV-18993,,Vendor,74261,,30-Apr-24,,6660,,30338,,36998,,36998,,
INV-45925,,Vendor,83577,,27-Apr-24,,6404,,29175,,35580,,35580,,
INV-95208,,Vendor,68817,,22-Apr-24,,15824,,72088,,87912,,87912,,
INV-12389,,Vendor,29247,,13-Apr-24,,16152,,73581,,89733,,89733,,
INV-35010,,Vendor,89375,,6-May-24,,16602,,75632,,92235,,92235,,
INV-89019,,Vendor,40724,,18-Apr-24,,13572,,61829,,75401,,75401,,
INV-40238,,Vendor,34736,,29-Apr-24,,283,,1288,,1571,,1571,,
INV-61006,,Vendor,64184,,25-Apr-24,,17616,,80252,,97869,,97869,,
INV-71756,,Vendor,26151,,22-Apr-24,,13925,,63438,,77363,,77363,,
INV-75863,,Vendor,26335,,7-Apr-24,,13991,,63736,,77726,,77726,,
INV-88637,,Vendor,90834,,4-May-24,,7702,,35088,,42791,,42791,,
INV-46747,,Vendor,72565,,28-Apr-24,,10607,,48319,,58925,,58925,,
INV-44318,,Vendor,20217,,11-Apr-24,,9214,,41977,,51191,,51191,,
INV-79117,,Vendor,55519,,18-Apr-24,,14790,,67375,,82165,,82165,,
INV-29345,,Vendor,91880,,2-May-24,,17900,,81543,,99442,,99442,,
INV-26726,,Vendor,37436,,8-Apr-24,,2196,,10004,,12200,,12200,,
INV-62881,,Vendor,40126,,25-Apr-24,,11424,,52041,,63465,,63465,,
INV-96860,,Vendor,19231,,14-Apr-24,,5097,,23220,,28317,,28317,,
INV-85604,,Vendor,38256,,1-May-24,,15388,,70102,,85490,,85490,,
INV-96687,,Vendor,69936,,2-May-24,,2831,,12897,,15728,,15728,,
INV-99191,,Vendor,85636,,26-Apr-24,,8878,,40446,,49324,,49324,,
INV-71780,,Vendor,66725,,20-Apr-24,,13638,,62130,,75768,,75768,,
INV-59230,,Vendor,93585,,26-Apr-24,,1597,,7276,,8873,,8873,,
INV-71249,,Vendor,23723,,9-Apr-24,,5053,,23021,,28074,,28074,,
INV-31285,,Vendor,19665,,14-Apr-24,,8147,,37112,,45258,,45258,,
INV-25091,,Vendor,43132,,22-Apr-24,,3503,,15960,,19464,,19464,,
INV-87142,,Vendor,56741,,9-Apr-24,,3048,,13883,,16931,,16931,,
INV-35095,,Vendor,99173,,30-Apr-24,,15635,,71228,,86864,,86864,,
INV-68976,,Vendor,53940,,4-May-24,,3326,,15150,,18476,,18476,,
INV-91450,,Vendor,22708,,18-Apr-24,,3568,,16254,,19822,,19822,,
INV-64507,,Vendor,68673,,22-Apr-24,,4433,,20196,,24629,,24629,,
INV-40971,,Vendor,38291,,26-Apr-24,,1204,,5484,,6688,,6688,,
INV-43891,,Vendor,72723,,19-Apr-24,,16131,,73483,,89614,,89614,,
INV-17883,,Vendor,59939,,30-Apr-24,,10406,,47407,,57813,,57813,,
INV-32728,,Vendor,98536,,15-Apr-24,,11692,,53263,,64955,,64955,,
INV-84591,,Vendor,95617,,26-Apr-24,,14666,,66810,,81476,,81476,,
INV-44914,,Vendor,60099,,28-Apr-24,,9947,,45312,,55259,,55259,,
INV-56237,,Vendor,70715,,23-Apr-24,,1288,,5869,,7158,,7158,,
INV-65410,,Vendor,17072,,30-Apr-24,,16149,,73568,,89717,,89717,,
INV-26694,,Vendor,66407,,11-Apr-24,,14729,,67099,,81829,,81829,,
INV-91762,,Vendor,64901,,11-Apr-24,,9101,,41462,,50564,,50564,,
INV-96305,,Vendor,16341,,22-Apr-24,,11216,,51094,,62310,,62310,,
INV-20159,,Vendor,36757,,7-Apr-24,,466,,2124,,2591,,2591,,
INV-12876,,Vendor,48284,,14-Apr-24,,14186,,64625,,78811,,78811,,
INV-94201,,Vendor,38889,,30-Apr-24,,8708,,39672,,48380,,48380,,
INV-21127,,Vendor,85301,,19-Apr-24,,12865,,58609,,71474,,71474,,
INV-89088,,Vendor,37093,,8-Apr-24,,2980,,13576,,16557,,16557,,
INV-34678,,Vendor,83472,,9-Apr-24,,108,,493,,601,,601,,
INV-19350,,Vendor,54070,,12-Apr-24,,10718,,48826,,59544,,59544,,
INV-15267,,Vendor,12027,,7-Apr-24,,9571,,43602,,53173,,53173,,
INV-59363,,Vendor,38812,,25-Apr-24,,3010,,13714,,16725,,16725,,
INV-28787,,Vendor,60945,,21-Apr-24,,4289,,19540,,23829,,23829,,
INV-11557,,Vendor,71879,,18-Apr-24,,10659,,48557,,59216,,59216,,
INV-78043,,Vendor,12025,,23-Apr-24,,16696,,76062,,92758,,92758,,
INV-44281,,Vendor,28578,,25-Apr-24,,13359,,60860,,74219,,74219,,
INV-35022,,Vendor,59281,,1-May-24,,165,,750,,914,,914,,
INV-69272,,Vendor,89472,,4-May-24,,1853,,8439,,10292,,10292,,
INV-82216,,Vendor,50940,,30-Apr-24,,6481,,29526,,36007,,36007,,
INV-74172,,Vendor,43208,,18-Apr-24,,11099,,50564,,61663,,61663,,
INV-47295,,Vendor,54168,,17-Apr-24,,12295,,56009,,68304,,68304,,
INV-77765,,Vendor,50683,,23-Apr-24,,9197,,41898,,51095,,51095,,
INV-18403,,Vendor,78589,,8-Apr-24,,17145,,78106,,95252,,95252,,
INV-66316,,Vendor,62045,,7-Apr-24,,4319,,19677,,23996,,23996,,
INV-35793,,Vendor,60577,,15-Apr-24,,12820,,58403,,71223,,71223,,
INV-11513,,Vendor,14550,,16-Apr-24,,16819,,76621,,93440,,93440,,
INV-19567,,Vendor,89441,,18-Apr-24,,13984,,63707,,77691,,77691,,
INV-73425,,Vendor,72342,,27-Apr-24,,12494,,56917,,69410,,69410,,
INV-37290,,Vendor,56853,,25-Apr-24,,3992,,18185,,22177,,22177,,
INV-26108,,Vendor,33883,,23-Apr-24,,335,,1526,,1861,,1861,,
INV-80263,,Vendor,78843,,6-May-24,,1874,,8539,,10413,,10413,,
INV-21767,,Vendor,69897,,19-Apr-24,,7485,,34099,,41584,,41584,,
INV-67522,,Vendor,78159,,2-May-24,,711,,3239,,3950,,3950,,
INV-35136,,Vendor,52733,,30-Apr-24,,9091,,41414,,50504,,50504,,
INV-12082,,Vendor,23337,,11-Apr-24,,3766,,17155,,20921,,20921,,
INV-91445,,Vendor,24958,,8-Apr-24,,15032,,68480,,83513,,83513,,
INV-33173,,Vendor,84728,,23-Apr-24,,11029,,50244,,61274,,61274,,
INV-50132,,Vendor,16689,,2-May-24,,5591,,25470,,31061,,31061,,
INV-13291,,Vendor,42032,,8-Apr-24,,15732,,71667,,87398,,87398,,
INV-23807,,Vendor,20418,,5-May-24,,6917,,31511,,38428,,38428,,
INV-15398,,Vendor,46637,,27-Apr-24,,9380,,42731,,52111,,52111,,
INV-20491,,Vendor,53890,,4-May-24,,9225,,42023,,51247,,51247,,
INV-91677,,Vendor,41305,,8-Apr-24,,17739,,80812,,98552,,98552,,
INV-80380,,Vendor,83607,,17-Apr-24,,14715,,67035,,81750,,81750,,
INV-64387,,Vendor,43368,,19-Apr-24,,14796,,67405,,82201,,82201,,
INV-51135,,Vendor,70888,,27-Apr-24,,6635,,30226,,36861,,36861,,
INV-35289,,Vendor,70224,,10-Apr-24,,9757,,44450,,54207,,54207,,
INV-20415,,Vendor,63817,,23-Apr-24,,4979,,22683,,27663,,27663,,
INV-74814,,Vendor,41017,,12-Apr-24,,8051,,36676,,44727,,44727,,
INV-55924,,Vendor,21710,,7-Apr-24,,15354,,69944,,85297,,85297,,
INV-76416,,Vendor,97673,,26-Apr-24,,9121,,41551,,50672,,50672,,
INV-78154,,Vendor,48734,,30-Apr-24,,5520,,25148,,30668,,30668,,
INV-10021,,Vendor,75726,,20-Apr-24,,14533,,66204,,80737,,80737,,
INV-95032,,Vendor,58253,,29-Apr-24,,5372,,24473,,29845,,29845,,
INV-31502,,Vendor,63664,,12-Apr-24,,9760,,44460,,54220,,54220,,
INV-46535,,Vendor,52456,,28-Apr-24,,17460,,79539,,96999,,96999,,
INV-57141,,Vendor,36987,,16-Apr-24,,17928,,81674,,99602,,99602,,
INV-68563,,Vendor,90533,,7-Apr-24,,1372,,6251,,7624,,7624,,
INV-93188,,Vendor,18975,,18-Apr-24,,10459,,47649,,58108,,58108,,
INV-96527,,Vendor,98854,,4-May-24,,7359,,33524,,40883,,40883,,
INV-65019,,Vendor,71536,,10-Apr-24,,11965,,54505,,66470,,66470,,
INV-11819,,Vendor,99148,,21-Apr-24,,1003,,4571,,5575,,5575,,
INV-92851,,Vendor,39770,,5-May-24,,13320,,60679,,73999,,73999,,
INV-12159,,Vendor,88814,,27-Apr-24,,12084,,55049,,67133,,67133,,
INV-85416,,Vendor,29467,,24-Apr-24,,7361,,33531,,40892,,40892,,
INV-42208,,Vendor,36249,,21-Apr-24,,9512,,43333,,52845,,52845,,
INV-41073,,Vendor,49655,,26-Apr-24,,4164,,18971,,23135,,23135,,
INV-16249,,Vendor,99687,,24-Apr-24,,14100,,64231,,78331,,78331,,
INV-56616,,Vendor,22510,,25-Apr-24,,7722,,35179,,42901,,42901,,
INV-61546,,Vendor,62923,,9-Apr-24,,10967,,49963,,60930,,60930,,
INV-80306,,Vendor,22082,,4-May-24,,12544,,57145,,69689,,69689,,
INV-81178,,Vendor,80097,,1-May-24,,17069,,77759,,94829,,94829,,
INV-76164,,Vendor,46840,,27-Apr-24,,14916,,67951,,82868,,82868,,
INV-95049,,Vendor,11690,,13-Apr-24,,5282,,24064,,29346,,29346,,
INV-78282,,Vendor,28824,,18-Apr-24,,15414,,70217,,85631,,85631,,
INV-20022,,Vendor,95862,,24-Apr-24,,260,,1182,,1442,,1442,,
INV-66934,,Vendor,19057,,14-Apr-24,,10010,,45599,,55608,,55608,,
INV-29134,,Vendor,71361,,8-Apr-24,,10903,,49670,,60574,,60574,,
INV-19936,,Vendor,44236,,25-Apr-24,,16810,,76577,,93387,,93387,,
INV-39437,,Vendor,86624,,28-Apr-24,,7201,,32804,,40005,,40005,,
INV-46861,,Vendor,67227,,17-Apr-24,,10358,,47187,,57545,,57545,,
INV-91254,,Vendor,47531,,24-Apr-24,,16445,,74918,,91363,,91363,,
INV-58559,,Vendor,35099,,11-Apr-24,,11919,,54299,,66219,,66219,,
INV-21555,,Vendor,61184,,28-Apr-24,,8246,,37565,,45811,,45811,,
INV-36329,,Vendor,66092,,18-Apr-24,,1812,,8254,,10065,,10065,,
INV-65161,,Vendor,53471,,22-Apr-24,,3038,,13840,,16878,,16878,,
INV-91360,,Vendor,31637,,11-Apr-24,,7081,,32256,,39337,,39337,,
INV-56650,,Vendor,76980,,1-May-24,,12756,,58112,,70869,,70869,,
INV-98467,,Vendor,47241,,4-May-24,,4305,,19610,,23914,,23914,,
INV-85846,,Vendor,38441,,28-Apr-24,,2359,,10745,,13103,,13103,,
INV-36528,,Vendor,63907,,6-May-24,,10687,,48686,,59373,,59373,,
INV-35418,,Vendor,53311,,11-Apr-24,,2311,,10529,,12841,,12841,,
INV-65033,,Vendor,92104,,14-Apr-24,,14752,,67201,,81953,,81953,,
INV-74968,,Vendor,54952,,23-Apr-24,,13299,,60586,,73886,,73886,,
INV-68663,,Vendor,47763,,24-Apr-24,,7633,,34772,,42405,,42405,,
INV-66081,,Vendor,10333,,15-Apr-24,,7284,,33181,,40465,,40465,,
INV-24876,,Vendor,38414,,19-Apr-24,,7536,,34330,,41866,,41866,,
INV-22147,,Vendor,72294,,5-May-24,,952,,4337,,5289,,5289,,
INV-69348,,Vendor,56823,,22-Apr-24,,5338,,24319,,29658,,29658,,
INV-76948,,Vendor,40898,,8-Apr-24,,11663,,53133,,64796,,64796,,
INV-92565,,Vendor,67315,,11-Apr-24,,16562,,75450,,92012,,92012,,
INV-17459,,Vendor,67822,,21-Apr-24,,1611,,7341,,8952,,8952,,
INV-31861,,Vendor,93200,,2-May-24,,4264,,19425,,23689,,23689,,
INV-84212,,Vendor,83642,,28-Apr-24,,4404,,20063,,24467,,24467,,
INV-24987,,Vendor,21099,,20-Apr-24,,9371,,42691,,52063,,52063,,
INV-73763,,Vendor,25092,,12-Apr-24,,8840,,40273,,49113,,49113,,
INV-64464,,Vendor,55624,,1-May-24,,14220,,64779,,78998,,78998,,
INV-30547,,Vendor,30342,,24-Apr-24,,13985,,63708,,77693,,77693,,
INV-72563,,Vendor,72021,,13-Apr-24,,1765,,8042,,9808,,9808,,
INV-53464,,Vendor,29992,,21-Apr-24,,6853,,31220,,38073,,38073,,
INV-25535,,Vendor,95568,,9-Apr-24,,12013,,54726,,66739,,66739,,
INV-96712,,Vendor,88098,,16-Apr-24,,13381,,60957,,74337,,74337,,
INV-68018,,Vendor,17408,,25-Apr-24,,17263,,78642,,95905,,95905,,
INV-31290,,Vendor,12108,,29-Apr-24,,7517,,34242,,41759,,41759,,
INV-16370,,Vendor,87440,,23-Apr-24,,2777,,12649,,15426,,15426,,
INV-22351,,Vendor,69072,,2-May-24,,7030,,32027,,39057,,39057,,
INV-21617,,Vendor,56301,,12-Apr-24,,17841,,81277,,99119,,99119,,
INV-18207,,Vendor,77082,,16-Apr-24,,14852,,67657,,82509,,82509,,
INV-77741,,Vendor,43219,,9-Apr-24,,4484,,20428,,24912,,24912,,
INV-40845,,Vendor,67426,,2-May-24,,530,,2415,,2946,,2946,,
INV-29363,,Vendor,82788,,21-Apr-24,,8603,,39193,,47796,,47796,,
INV-61370,,Vendor,22060,,18-Apr-24,,17998,,81991,,99988,,99988,,
INV-52104,,Vendor,30259,,11-Apr-24,,1377,,6271,,7648,,7648,,
INV-23642,,Vendor,25128,,9-Apr-24,,14593,,66480,,81073,,81073,,
INV-52771,,Vendor,16237,,22-Apr-24,,14949,,68103,,83052,,83052,,
INV-38451,,Vendor,22687,,10-Apr-24,,5916,,26950,,32866,,32866,,
INV-34064,,Vendor,43531,,11-Apr-24,,1752,,7979,,9731,,9731,,
